ID,Name,Age,OVA,Nationality,Club,BP,Team & Contract,Height,Weight,foot,Joined,Contract,Attacking,Heading Accuracy,Short Passing,Skill,Movement,Acceleration,Shot Power,Jumping,Stamina,Strength
239250,Abel Ruiz,20,69,Spain,SC Braga,ST,SC Braga 2020 ~ 2025,"6'0""",161lbs,Right,"Jul 1, 2020",2020 ~ 2025,304,64,67,272,341,69,68,60,66,73
239441,Jordi Mboula,21,70,Spain,RCD Mallorca,RM,RCD Mallorca 2020 ~ 2024,"6'0""",163lbs,Right,"Sep 17, 2020",2020 ~ 2024,310,53,65,311,377,85,68,51,66,71
239446,Hélder Ferreira,23,68,Portugal,FC Paços de Ferreira,CAM,FC Paços de Ferreira 2019 ~ 2022,"5'10""",154lbs,Right,"Jul 1, 2019",2019 ~ 2022,290,45,64,314,349,74,72,67,57,56
239580,Bremer,23,71,Brazil,Torino,CB,Torino 2018 ~ 2023,"6'2""",176lbs,Right,"Jul 10, 2018",2018 ~ 2023,243,75,66,217,305,58,49,74,48,75
239614,Jesús Areso,20,65,Spain,Athletic Club de Bilbao,RWB,Athletic Club de Bilbao 2017 ~ 2021,"6'0""",179lbs,Right,"Jul 7, 2017",2017 ~ 2021,235,56,66,287,350,75,40,73,67,68
239641,Alfa Semedo,21,73,Guinea Bissau,Nottingham Forest,CDM,"Nottingham Forest Jun 30, 2020 On Loan","6'2""",181lbs,Right,"Jul 3, 2018","Jun 30, 2020 On Loan",293,72,68,311,308,65,79,62,79,85
239671,Tete Morente,23,69,Spain,Elche CF,RM,Elche CF 2020 ~ 2024,"6'0""",172lbs,Right,"Sep 16, 2020",2020 ~ 2024,319,59,65,346,359,88,72,64,65,68
239818,Rúben Dias,23,81,Portugal,Manchester City,CB,Manchester City 2020 ~ 2023,"6'2""",181lbs,Right,"Sep 29, 2020",2020 ~ 2023,248,82,73,250,318,63,74,78,86,80
239875,Bebeto,30,73,Brazil,CD Tondela,RB,CD Tondela 2020 ~ 2022,"5'9""",137lbs,Right,"Sep 14, 2020",2020 ~ 2022,290,58,69,312,374,76,58,80,83,51
239881,Danilo,21,65,Brazil,FC Twente,CAM,"FC Twente Jun 30, 2021 On Loan","5'9""",146lbs,Right,"Aug 31, 2017","Jun 30, 2021 On Loan",296,58,61,307,360,75,58,61,67,61
239949,João Queirós,22,64,Portugal,1. FC Köln,CB,1. FC Köln 2017 ~ 2022,"6'3""",179lbs,Left,"Jul 18, 2017",2017 ~ 2022,225,62,58,210,255,49,48,60,63,79
239950,Pêpê,23,73,Portugal,Olympiacos CFP,CM,Olympiacos CFP 2020 ~ 2024,"6'0""",152lbs,Right,"Sep 7, 2020",2020 ~ 2024,305,60,74,345,319,64,73,65,82,67
239970,Paulinho,19,74,Brazil,Bayer 04 Leverkusen,CAM,Bayer 04 Leverkusen 2018 ~ 2023,"5'10""",170lbs,Right,"Jul 1, 2018",2018 ~ 2023,313,47,74,357,390,79,71,70,68,72
240020,Ricardo Mangas,22,67,Portugal,Boavista FC,CB,Boavista FC 2020 ~ 2024,"5'10""",161lbs,Left,"Aug 4, 2020",2020 ~ 2024,250,70,60,269,333,69,46,65,72,66
240044,Luan,24,66,Brazil,SKN St. Pölten,CB,SKN St. Pölten 2018 ~ 2022,"6'1""",150lbs,Right,"Jun 25, 2018",2018 ~ 2022,194,66,59,185,280,50,36,60,72,64
240046,João Victor,26,75,Brazil,VfL Wolfsburg,LM,VfL Wolfsburg 2019 ~ 2023,"5'10""",159lbs,Right,"Jul 1, 2019",2019 ~ 2023,327,54,72,320,402,87,73,42,76,61
240115,Murilo,23,68,Brazil,Lokomotiv Moscow,CB,Lokomotiv Moscow 2019 ~ 2023,"6'2""",172lbs,Right,"Jun 18, 2019",2019 ~ 2023,220,63,70,211,308,62,60,68,73,73
240130,Éder Militão,22,80,Brazil,Real Madrid,CB,Real Madrid 2019 ~ 2025,"6'1""",172lbs,Right,"Jul 1, 2019",2019 ~ 2025,301,77,70,310,373,77,62,85,85,77
240131,Gabrielzinho,24,70,Brazil,Rio Ave FC,RM,Rio Ave FC 2017 ~ 2022,"5'7""",141lbs,Right,"Jul 25, 2017",2017 ~ 2022,308,62,65,283,428,89,73,64,60,44
240135,Nuno Macedo,20,64,Portugal,Moreirense FC,GK,Moreirense FC 2017 ~ 2020,"6'0""",172lbs,Right,"Jul 1, 2017",2017 ~ 2020,65,13,25,75,209,29,51,72,27,43
240136,João Tavares,19,63,Portugal,SC Braga,CAM,"SC Braga Jun 30, 2019 On Loan","5'9""",154lbs,Right,"Jul 1, 2017","Jun 30, 2019 On Loan",268,52,68,309,352,68,75,61,71,56
240175,Bruno Jordão,21,62,Portugal,Famalicão,CAM,"Famalicão Jun 30, 2021 On Loan","5'11""",161lbs,Right,"Aug 2, 2019","Jun 30, 2021 On Loan",274,57,66,287,322,65,63,58,60,57
240243,Matheus Cunha,21,78,Brazil,Hertha BSC,ST,Hertha BSC 2020 ~ 2024,"6'0""",168lbs,Right,"Jan 31, 2020",2020 ~ 2024,370,64,74,370,397,78,78,74,75,68
240415,André Sousa,21,67,Portugal,Vitória de Setúbal,LB,Vitória de Setúbal 2017 ~ 2023,"5'9""",148lbs,Left,"Jan 1, 2017",2017 ~ 2023,264,53,61,298,369,68,62,68,67,62
240458,Ander Guevara,22,72,Spain,Real Sociedad,CM,Real Sociedad 2017 ~ 2024,"5'11""",161lbs,Right,"Jul 1, 2017",2017 ~ 2024,293,50,76,337,311,58,47,61,72,58
240654,Carles Pérez,22,73,Spain,Roma,CAM,Roma 2020 ~ 2022,"5'8""",165lbs,Left,"Feb 29, 2020",2020 ~ 2022,320,53,74,337,383,82,82,59,66,64
240900,Unai Núñez,23,78,Spain,Athletic Club de Bilbao,CB,Athletic Club de Bilbao 2016 ~ 2023,"6'1""",179lbs,Right,"Jul 1, 2016",2016 ~ 2023,219,78,75,201,310,63,39,78,68,79
240915,Miranda,20,70,Spain,FC Barcelona,LB,FC Barcelona 2018 ~ 2021,"6'1""",174lbs,Left,"Jul 1, 2018",2018 ~ 2021,264,64,68,283,314,65,49,67,67,61
240938,Junior Messias,29,64,Brazil,Crotone,CF,Crotone 2019 ~ 2023,"5'10""",154lbs,Left,"Jan 31, 2019",2019 ~ 2023,289,52,64,337,327,68,67,53,58,41
240950,Pedro Gonçalves,22,76,Portugal,Sporting CP,CAM,Sporting CP 2020 ~ 2025,"5'8""",128lbs,Right,"Aug 18, 2020",2020 ~ 2025,320,40,78,380,387,75,73,42,84,40
241013,Adrián López,21,64,Spain,RCD Espanyol,GK,RCD Espanyol 2018 ~ 2022,"6'1""",161lbs,Right,"Jul 1, 2018",2018 ~ 2022,66,13,30,87,193,28,47,59,25,45
241071,Moreto Cassamá,22,65,Guinea Bissau,Stade de Reims,CAM,Stade de Reims 2019 ~ 2024,"5'5""",139lbs,Right,"Jan 30, 2019",2019 ~ 2024,289,54,69,321,389,75,65,70,69,32
241119,Dani Martín,21,70,Spain,Real Betis,GK,Real Betis 2019 ~ 2024,"6'2""",170lbs,Right,"Jul 18, 2019",2019 ~ 2024,85,13,30,90,256,48,50,64,30,66
241179,Cristian Rivero,22,67,Spain,Valencia CF,GK,Valencia CF 2017 ~ 2023,"6'2""",165lbs,Right,"Jul 1, 2017",2017 ~ 2023,62,10,22,73,194,25,47,65,23,55
241184,Junior Firpo,23,79,Spain,FC Barcelona,LB,FC Barcelona 2019 ~ 2024,"6'0""",172lbs,Left,"Aug 4, 2019",2019 ~ 2024,349,74,74,327,369,83,68,77,79,74
241461,Ferran Torres,20,81,Spain,Manchester City,RM,Manchester City 2020 ~ 2025,"6'0""",170lbs,Right,"Aug 4, 2020",2020 ~ 2025,376,70,80,358,389,88,76,75,73,66
241463,Dani Raba,24,73,Spain,Villarreal CF,CAM,Villarreal CF 2016 ~ 2022,"6'0""",168lbs,Left,"Jul 1, 2016",2016 ~ 2022,314,42,73,337,329,70,73,49,59,63
241464,Pau Torres,23,78,Spain,Villarreal CF,CB,Villarreal CF 2016 ~ 2024,"6'3""",176lbs,Left,"Jul 1, 2016",2016 ~ 2024,268,79,77,284,315,66,48,74,78,75
241585,Igor,22,64,Brazil,Fiorentina,CB,Fiorentina 2019 ~ 2023,"6'1""",185lbs,Left,"Jul 1, 2019",2019 ~ 2023,192,57,62,199,322,67,44,70,65,78
241629,Rogério,22,70,Brazil,Sassuolo,LWB,Sassuolo 2019 ~ 2023,"5'10""",154lbs,Left,"Jul 1, 2019",2019 ~ 2023,295,60,64,322,354,78,59,66,62,54
241686,Manu Vallejo,23,74,Spain,Valencia CF,ST,Valencia CF 2019 ~ 2024,"5'6""",159lbs,Right,"Feb 7, 2019",2019 ~ 2024,349,69,71,350,389,77,78,67,70,65
241720,André Pereira,25,71,Portugal,Rio Ave FC,ST,Rio Ave FC 2020 ~ 2024,"6'2""",181lbs,Left,"Aug 31, 2020",2020 ~ 2024,339,72,68,295,316,60,74,67,52,76
241721,Rafael Leão,21,74,Portugal,Milan,RM,Milan 2019 ~ 2024,"6'2""",179lbs,Right,"Aug 1, 2019",2019 ~ 2024,328,58,67,343,379,88,77,62,65,76
241811,Sergio Gómez,19,68,Spain,SD Huesca,CAM,"SD Huesca Jun 30, 2021 On Loan","5'7""",150lbs,Left,"Jan 31, 2018","Jun 30, 2021 On Loan",312,43,75,355,363,73,66,52,49,32
241856,Manu Morlanes,21,72,Spain,UD Almería,CM,"UD Almería Jun 30, 2021 On Loan","5'10""",165lbs,Right,"Jul 1, 2017","Jun 30, 2021 On Loan",317,55,78,357,338,67,63,60,62,62
241923,Vagner,24,69,Cape Verde,FC Metz,CAM,FC Metz 2020 ~ 2024,"5'7""",148lbs,Right,"Jul 2, 2020",2020 ~ 2024,307,49,63,322,420,92,69,59,69,52
241933,Monchu,20,64,Spain,Girona FC,CAM,"Girona FC Jun 30, 2021 On Loan","5'8""",143lbs,Right,"Jul 1, 2018","Jun 30, 2021 On Loan",278,55,72,287,332,66,62,65,53,36
241973,Chris Ramos,23,66,Spain,Real Valladolid CF,ST,Real Valladolid CF 2018 ~ 2021,"6'4""",176lbs,Right,"Jan 2, 2018",2018 ~ 2021,286,69,56,246,310,72,66,76,53,73
241976,Tiago Sá,25,73,Portugal,SC Braga,GK,SC Braga 2016 ~ 2023,"6'1""",172lbs,Right,"Jun 30, 2016",2016 ~ 2023,57,10,16,98,273,45,50,76,26,67
242201,Luis Milla,25,76,Spain,Granada CF,CM,Granada CF 2020 ~ 2024,"5'9""",148lbs,Right,"Aug 4, 2020",2020 ~ 2024,298,48,78,368,380,79,73,71,88,67
242236,Ferro,23,77,Portugal,SL Benfica,CB,SL Benfica 2016 ~ 2024,"6'3""",172lbs,Right,"Feb 1, 2016",2016 ~ 2024,231,77,70,254,274,55,81,66,77,77
242269,Felipe Curcio,25,69,Brazil,US Salernitana 1919,LWB,US Salernitana 1919 2020 ~ 2020,"6'1""",179lbs,Left,"Jan 23, 2020",2020 ~ 2020,311,65,71,373,340,74,73,72,72,70
242359,Jorge Fernandes,23,66,Portugal,Vitória Guimarães,CB,Vitória Guimarães 2020 ~ 2025,"6'3""",201lbs,Right,"Aug 5, 2020",2020 ~ 2025,222,66,51,221,209,41,61,63,61,80
242384,Douglas,32,73,Brazil,Vissel Kobe,ST,Vissel Kobe 2020 ~ 2021,"6'0""",163lbs,Left,"Jan 11, 2020",2020 ~ 2021,331,73,66,267,315,67,78,82,61,73
242444,João Félix,20,81,Portugal,Atlético Madrid,CAM,Atlético Madrid 2019 ~ 2026,"5'11""",154lbs,Right,"Jul 3, 2019",2019 ~ 2026,381,69,77,378,410,79,82,79,75,64
242448,André Silva,21,65,Brazil,Rio Ave FC,LW,Rio Ave FC 2017 ~ 2021,"5'10""",159lbs,Left,"Jul 3, 2017",2017 ~ 2021,290,57,55,257,370,76,59,63,59,63
242480,David Sualehe,23,67,Portugal,FC Paços de Ferreira,CB,FC Paços de Ferreira 2020 ~ 2023,"6'0""",170lbs,Left,"Aug 31, 2020",2020 ~ 2023,271,71,58,266,319,66,70,83,70,76
242629,João Moutinho,22,69,Portugal,Orlando City SC,LB,Orlando City SC 2019 ~ 2020,"6'0""",154lbs,Right,"Feb 12, 2019",2019 ~ 2020,239,61,64,311,332,67,50,72,70,65
242816,Riqui Puig,20,75,Spain,FC Barcelona,CAM,FC Barcelona 2018 ~ 2021,"5'7""",123lbs,Right,"Jul 1, 2018",2018 ~ 2021,308,49,82,360,374,69,60,55,66,62
242999,Álex Collado,20,65,Spain,FC Barcelona,CAM,FC Barcelona 2018 ~ 2021,"5'10""",146lbs,Left,"Jul 1, 2018",2018 ~ 2021,284,49,69,317,337,67,63,42,43,36
243016,Alberto Soro,21,70,Spain,Granada CF,CAM,Granada CF 2020 ~ 2025,"5'8""",139lbs,Left,"Sep 1, 2020",2020 ~ 2025,297,49,69,325,384,87,66,52,69,61
243032,Hugo Duro,20,68,Spain,Real Madrid,ST,"Real Madrid Jun 30, 2021 On Loan","5'11""",168lbs,Left,"Jul 1, 2017","Jun 30, 2021 On Loan",282,61,54,242,344,74,67,71,53,63
243080,Carlos Isaac,22,65,Spain,Albacete BP,RB,"Albacete BP Jun 30, 2021 On Loan","6'0""",163lbs,Right,"Aug 29, 2020","Jun 30, 2021 On Loan",228,62,60,210,291,58,26,44,67,67
243155,Manu Hernando,21,64,Spain,SD Ponferradina,CB,"SD Ponferradina Jun 30, 2021 On Loan","6'0""",154lbs,Right,"Jul 1, 2017","Jun 30, 2021 On Loan",232,67,60,254,308,59,47,66,65,64
243311,Josep Martínez,22,68,Spain,RB Leipzig,GK,RB Leipzig 2020 ~ 2024,"6'3""",172lbs,Right,"Jul 1, 2020",2020 ~ 2024,60,11,25,64,162,24,48,37,42,58
243315,Dani Gómez,21,70,Spain,Levante UD,ST,Levante UD 2020 ~ 2025,"5'10""",152lbs,Right,"Aug 4, 2020",2020 ~ 2025,295,62,61,297,362,77,79,64,63,75
243402,Lisandro Semedo,24,68,Cape Verde,Fortuna Sittard,RM,Fortuna Sittard 2018 ~ 2022,"5'9""",163lbs,Right,"Jul 1, 2018",2018 ~ 2022,295,54,59,295,381,82,70,59,67,70
243431,Miguel Rubio,22,63,Spain,Real Valladolid CF,CB,"Real Valladolid CF Jun 30, 2021 On Loan","6'3""",190lbs,Right,"Jul 1, 2017","Jun 30, 2021 On Loan",206,65,59,168,224,45,45,69,32,77
243576,Pedro Porro,20,73,Spain,Sporting CP,RB,"Sporting CP Jun 30, 2022 On Loan","5'9""",157lbs,Right,"Aug 8, 2019","Jun 30, 2022 On Loan",319,61,69,317,365,75,68,59,78,50
243591,Fernando Andrade,27,70,Brazil,FC Porto,ST,FC Porto 2019 ~ 2023,"5'11""",172lbs,Right,"Jan 4, 2019",2019 ~ 2023,340,67,70,307,330,69,75,70,70,75
243604,Juan Cruz,20,62,Spain,Málaga CF,LM,Málaga CF 2017 ~ 2021,"5'9""",150lbs,Left,"Jul 1, 2017",2017 ~ 2021,276,42,58,305,314,72,57,40,49,47
243610,Rodolfo Cardoso,22,63,Portugal,Santa Clara,GK,Santa Clara 2015 ~ 2021,"6'1""",181lbs,Right,"Jul 1, 2015",2015 ~ 2021,54,11,17,66,217,21,43,71,24,70
243650,David Tavares,21,65,Portugal,Moreirense FC,CAM,"Moreirense FC Jun 30, 2021 On Loan","6'2""",181lbs,Left,"Mar 28, 2018","Jun 30, 2021 On Loan",264,47,68,286,360,75,74,57,68,77
243663,Júlio César,25,69,Brazil,CD Nacional,CB,CD Nacional 2018 ~ 2022,"6'2""",179lbs,Right,"May 20, 2018",2018 ~ 2022,227,70,55,211,231,33,47,67,68,83
243686,Chiquinho,24,76,Portugal,SL Benfica,CAM,SL Benfica 2019 ~ 2024,"5'9""",150lbs,Right,"Jul 1, 2019",2019 ~ 2024,326,36,78,386,382,73,76,34,73,41
243745,Marcelo Freitas,26,64,Brazil,CD Nacional,CAM,CD Nacional 2019 ~ 2022,"6'0""",168lbs,Right,"Aug 26, 2019",2019 ~ 2022,300,57,66,324,311,55,70,71,85,70
243792,Iñigo Vicente,22,70,Spain,Athletic Club de Bilbao,CAM,Athletic Club de Bilbao 2017 ~ 2023,"5'10""",150lbs,Right,"Jul 1, 2017",2017 ~ 2023,297,49,71,306,369,78,60,63,57,53
243812,Rodrygo,19,79,Brazil,Real Madrid,RM,Real Madrid 2019 ~ 2025,"5'9""",141lbs,Right,"Jul 1, 2019",2019 ~ 2025,352,62,73,374,424,88,71,73,81,45
243943,Javi López,19,58,Spain,Elche CF,CAM,Elche CF 2017 ~ 2021,"5'9""",152lbs,Right,"Jul 1, 2017",2017 ~ 2021,264,48,66,283,298,62,63,62,54,54
243993,Enric Gallego,33,73,Spain,CA Osasuna,ST,CA Osasuna 2020 ~ 2022,"6'2""",192lbs,Left,"Jul 1, 2020",2020 ~ 2022,328,79,65,279,299,64,77,67,58,82
244186,Luquinhas,23,72,Brazil,Legia Warszawa,CAM,Legia Warszawa 2019 ~ 2022,"5'7""",132lbs,Right,"Jul 4, 2019",2019 ~ 2022,298,38,72,323,419,82,74,32,69,56
244260,Dani Olmo,22,79,Spain,RB Leipzig,CAM,RB Leipzig 2020 ~ 2024,"5'10""",159lbs,Right,"Jan 25, 2020",2020 ~ 2024,349,43,78,390,379,77,79,55,79,54
244311,Lucas Ribeiro,21,64,Brazil,Sporting de Charleroi,RW,Sporting de Charleroi 2020 ~ 2022,"5'11""",154lbs,Left,"Jul 30, 2020",2020 ~ 2022,271,39,58,298,355,75,61,69,56,62
244316,Luís Maximiano,21,78,Portugal,Sporting CP,GK,Sporting CP 2017 ~ 2023,"6'3""",181lbs,Right,"Jul 1, 2017",2017 ~ 2023,75,8,44,93,277,55,49,63,23,68
244363,Daniel Fuzato,22,66,Brazil,Gil Vicente FC,GK,Gil Vicente FC 2018 ~ 2022,"6'3""",194lbs,Right,"Jul 10, 2018",2018 ~ 2022,87,21,26,73,167,31,45,37,22,55
244364,Gabriel Brazão,19,66,Brazil,Real Oviedo,GK,"Real Oviedo Jun 30, 2021 On Loan","6'3""",185lbs,Right,"Jul 1, 2019","Jun 30, 2021 On Loan",62,13,25,74,174,24,44,34,21,67
244389,Fernando,21,71,Brazil,Shakhtar Donetsk,CAM,Shakhtar Donetsk 2018 ~ 2024,"5'9""",152lbs,Right,"Jul 1, 2018",2018 ~ 2024,266,36,66,298,388,87,58,43,54,42
244393,Gonzalo Villar,22,68,Spain,Roma,CAM,Roma 2020 ~ 2024,"5'11""",163lbs,Right,"Jan 30, 2020",2020 ~ 2024,279,45,75,341,339,65,63,56,75,59
244407,Pol Lozano,20,63,Spain,RCD Espanyol,CAM,RCD Espanyol 2017 ~ 2023,"5'9""",150lbs,Right,"Jul 1, 2017",2017 ~ 2023,249,41,68,286,319,64,57,59,61,48
244416,João Mendes,25,63,Portugal,CD Tondela,CAM,CD Tondela 2019 ~ 2023,"6'0""",168lbs,Right,"Jul 1, 2019",2019 ~ 2023,268,48,70,297,318,66,60,58,53,70
244516,Gustavo Cascardo,22,66,Brazil,Vitória de Setúbal,RB,Vitória de Setúbal 2019 ~ 2020,"5'9""",146lbs,Right,"Jul 1, 2019",2019 ~ 2020,232,54,57,284,385,81,66,68,69,50
244621,Vinícius,25,79,Brazil,SL Benfica,ST,SL Benfica 2019 ~ 2024,"6'3""",183lbs,Left,"Jul 20, 2019",2019 ~ 2024,342,70,68,303,338,74,84,52,77,89
244624,Álex López,23,68,Spain,RCD Espanyol,CAM,RCD Espanyol 2016 ~ 2022,"5'9""",150lbs,Right,"Jul 1, 2016",2016 ~ 2022,286,51,71,298,337,61,59,54,59,59
244960,Bruno Costa,23,69,Portugal,FC Paços de Ferreira,CAM,"FC Paços de Ferreira Jun 30, 2021 On Loan","5'9""",143lbs,Right,"Aug 20, 2020","Jun 30, 2021 On Loan",297,46,75,340,353,72,74,46,67,57
244963,Ivanildo Fernandes,24,73,Portugal,Sporting CP,CB,Sporting CP 2015 ~ 2021,"6'4""",187lbs,Left,"Jul 1, 2015",2015 ~ 2021,216,71,60,211,258,55,45,64,73,88
245159,Juan Ibiza,24,66,Spain,CE Sabadell FC,CB,"CE Sabadell FC Jun 30, 2021 On Loan","6'2""",172lbs,Left,"Jul 10, 2019","Jun 30, 2021 On Loan",229,66,59,219,292,57,50,69,57,65
245219,Juan Hernández,25,67,Spain,CE Sabadell FC,CAM,"CE Sabadell FC Jun 30, 2021 On Loan","5'10""",139lbs,Left,"Jul 1, 2016","Jun 30, 2021 On Loan",286,42,68,309,312,62,55,42,50,51
245226,Gonçalo Cardoso,19,66,Portugal,West Ham United,CB,West Ham United 2019 ~ 2024,"6'2""",183lbs,Left,"Aug 6, 2019",2019 ~ 2024,198,66,55,193,257,52,41,71,61,79
245238,Javi Sánchez,23,70,Spain,Real Valladolid CF,CB,Real Valladolid CF 2020 ~ 2024,"6'2""",172lbs,Right,"Jul 1, 2020",2020 ~ 2024,211,68,65,205,262,49,38,71,66,77
245257,João Lucas,24,69,Portugal,Santa Clara,LB,Santa Clara 2018 ~ 2022,"5'11""",146lbs,Left,"Jul 1, 2018",2018 ~ 2022,266,60,67,286,343,73,44,63,73,56
245278,Tomás Tavares,19,73,Portugal,SL Benfica,RWB,SL Benfica 2018 ~ 2024,"6'2""",170lbs,Right,"Jul 1, 2018",2018 ~ 2024,273,57,66,305,364,78,56,66,72,71
245289,Pepê,20,62,Brazil,Portimonense SC,CAM,Portimonense SC 2018 ~ 2020,"5'7""",150lbs,Right,"Jan 1, 2018",2018 ~ 2020,265,41,65,305,325,58,57,64,66,52
245520,Luca Sangalli,25,72,Spain,Real Sociedad,RM,Real Sociedad 2018 ~ 2022,"5'6""",163lbs,Right,"Aug 14, 2018",2018 ~ 2022,316,49,77,323,367,75,60,61,69,60
245564,Vinicius,21,62,Brazil,Bologna,GK,Bologna 2018 ~ 2023,"6'2""",181lbs,Right,"Jul 1, 2018",2018 ~ 2023,79,10,34,105,279,58,41,64,36,64
245639,André Anderson,20,64,Italy,Lazio,CAM,Lazio 2018 ~ 2023,"5'11""",165lbs,Right,"Jul 1, 2018",2018 ~ 2023,284,50,67,288,331,70,65,51,63,47
246070,Iván Jaime,19,62,Spain,Málaga CF,CAM,Málaga CF 2018 ~ 2022,"5'11""",159lbs,Right,"Sep 9, 2018",2018 ~ 2022,270,39,66,305,319,70,64,53,62,57
246113,Adrià Pedrosa,22,75,Spain,RCD Espanyol,LM,RCD Espanyol 2017 ~ 2023,"5'9""",152lbs,Left,"Jul 1, 2017",2017 ~ 2023,311,59,74,330,400,86,63,62,69,59
246139,Iñaki Peña,21,65,Spain,FC Barcelona,GK,FC Barcelona 2018 ~ 2021,"6'0""",172lbs,Right,"Jul 1, 2018",2018 ~ 2021,58,11,26,78,218,33,50,63,27,54
246169,Roberto López,20,64,Spain,Real Sociedad,CAM,Real Sociedad 2018 ~ 2025,"5'10""",154lbs,Left,"Oct 5, 2018",2018 ~ 2025,254,21,69,328,295,51,65,39,53,67
246276,Joaquín,21,66,Spain,SD Huesca,LM,SD Huesca 2019 ~ 2023,"5'8""",132lbs,Left,"Jul 4, 2019",2019 ~ 2023,273,44,60,269,358,78,62,45,63,53
246279,Iván Martos,23,69,Spain,UD Almería,LB,UD Almería 2016 ~ 2024,"6'0""",150lbs,Left,"Jul 1, 2016",2016 ~ 2024,244,64,62,242,342,76,48,63,62,71
246309,Miguel Luís,21,69,Portugal,Sporting CP,CAM,Sporting CP 2016 ~ 2023,"5'10""",161lbs,Right,"Jul 1, 2016",2016 ~ 2023,315,57,73,345,344,68,74,73,64,63
246606,Fran García,20,64,Spain,Rayo Vallecano,LWB,"Rayo Vallecano Jun 30, 2021 On Loan","5'6""",134lbs,Left,"Jul 1, 2018","Jun 30, 2021 On Loan",247,44,57,267,372,76,47,60,65,34
246748,Aihen Muñoz,22,73,Spain,Real Sociedad,LB,Real Sociedad 2017 ~ 2022,"5'9""",150lbs,Left,"Jul 1, 2017",2017 ~ 2022,296,65,69,307,376,79,55,65,69,66
246785,Bryan Gil,19,65,Spain,Sevilla FC,CAM,Sevilla FC 2019 ~ 2022,"5'9""",143lbs,Left,"Jan 6, 2019",2019 ~ 2022,284,34,62,303,344,70,64,51,44,30
246834,Rúben Macedo,24,65,Portugal,Clube Sport Marítimo,CAM,Clube Sport Marítimo 2020 ~ 2022,"5'7""",148lbs,Right,"Aug 20, 2020",2020 ~ 2022,265,31,62,324,377,74,70,70,65,56
246844,Carlos Neva,24,76,Spain,Granada CF,LB,Granada CF 2017 ~ 2022,"5'9""",141lbs,Left,"Jul 1, 2017",2017 ~ 2022,293,65,70,273,374,78,64,58,68,61
246918,Jaume Grau,23,67,Spain,CD Tondela,CM,"CD Tondela Jun 30, 2021 On Loan","6'0""",154lbs,Left,"Jul 8, 2019","Jun 30, 2021 On Loan",297,58,72,292,309,58,65,58,58,64
246928,Iván Martín,21,61,Spain,CD Mirandés,CAM,"CD Mirandés Jun 30, 2021 On Loan","5'10""",154lbs,Left,"Jul 1, 2018","Jun 30, 2021 On Loan",274,39,66,309,288,60,49,50,52,42
246929,Gerson Rodrigues,25,68,Luxembourg,Dynamo Kyiv,ST,Dynamo Kyiv 2019 ~ 2024,"6'3""",179lbs,Right,"Aug 3, 2019",2019 ~ 2024,309,66,63,284,315,85,67,61,73,90
247010,Robinho,25,66,Brazil,Orlando City SC,RM,Orlando City SC 2019 ~ 2020,"5'5""",148lbs,Right,"Jul 11, 2019",2019 ~ 2020,267,42,61,311,391,87,61,66,62,44
247118,Lucas Ribeiro,20,64,Brazil,TSG 1899 Hoffenheim,CDM,TSG 1899 Hoffenheim 2019 ~ 2023,"6'3""",176lbs,Right,"Jan 28, 2019",2019 ~ 2023,210,49,68,207,265,55,47,60,62,70
247180,Abdu Conté,22,68,Portugal,Moreirense FC,CB,Moreirense FC 2019 ~ 2023,"6'0""",170lbs,Left,"Jul 22, 2019",2019 ~ 2023,260,59,59,265,351,75,70,70,73,76
247182,Tuta,20,66,Brazil,Eintracht Frankfurt,CB,Eintracht Frankfurt 2019 ~ 2023,"6'1""",179lbs,Right,"Jan 31, 2019",2019 ~ 2023,256,63,61,259,316,59,59,69,60,73
247188,Víctor Ruiz,26,69,Spain,FC St. Gallen,CAM,FC St. Gallen 2019 ~ 2023,"5'8""",150lbs,Right,"Jan 1, 2019",2019 ~ 2023,287,40,73,344,381,74,63,33,70,44
247204,Emerson,21,78,Brazil,Real Betis,RB,Real Betis 2019 ~ 2021,"5'11""",174lbs,Right,"Jul 2, 2019",2019 ~ 2021,321,68,77,330,377,79,77,78,79,74
247207,Patrick,19,58,Brazil,FC Midtjylland,CB,FC Midtjylland 2019 ~ 2020,"6'1""",179lbs,Left,"Jan 31, 2019",2019 ~ 2020,207,53,54,206,297,67,41,76,63,72
247328,Unai Vencedor,19,65,Spain,Athletic Club de Bilbao,CM,Athletic Club de Bilbao 2018 ~ 2023,"5'9""",157lbs,Right,"Dec 21, 2018",2018 ~ 2023,277,52,68,358,336,68,70,64,69,68
247729,André Almeida,20,63,Portugal,Vitória Guimarães,CAM,Vitória Guimarães 2016 ~ 2022,"5'9""",154lbs,Right,"Jul 1, 2016",2016 ~ 2022,281,58,67,300,342,62,61,71,67,49
247832,Thierry Correia,21,72,Portugal,Valencia CF,RB,Valencia CF 2019 ~ 2024,"5'9""",152lbs,Right,"Sep 2, 2019",2019 ~ 2024,281,58,67,311,383,79,52,74,71,62
247843,Robinho,22,65,Portugal,Os Belenenses,CAM,Os Belenenses 2018 ~ 2024,"5'7""",128lbs,Right,"Jul 1, 2018",2018 ~ 2024,287,37,68,309,373,74,64,42,66,40
