ID,Name,Age,OVA,Nationality,Club,BP,foot,Attacking,Heading Accuracy,Short Passing,Skill,Movement,Acceleration,Shot Power,Jumping,Stamina,Strength,Height_cm,Weight_kg,Contract_Years,total_injuries,total_days_missed,total_games_missed,avg_days_per_injury,injury_risk_score,latest_market_val,latest_season,avg_sentiment,sentiment_label,sentiment_count
171992,Juan Carlos,31,65,Spain,CD Numancia,GK,Right,92,14,28,94,280,52,47,70.0,43,57,182.9,72.1,2.0,6,147,18,24.5,24.5,150000.0,2015.0,0.0,neutral,0.0
172685,José Crespo,33,73,Spain,PAOK,CB,Right,266,62,67,277,336,71,51,71.0,76,74,185.4,73.9,5.0,15,614,87,40.9,40.9,600000.0,2015.0,0.0,neutral,0.0
173178,Manolo Reina,35,71,Spain,RCD Mallorca,GK,Right,73,12,30,98,300,54,50,66.0,44,65,185.4,81.2,5.0,1,110,18,110.0,110.0,200000.0,2011.0,0.0,neutral,0.0
173608,Joselu,30,76,Spain,Deportivo Alavés,ST,Right,367,81,74,341,290,58,78,76.0,65,76,193.0,79.8,3.0,10,250,42,25.0,25.0,6000000.0,2019.0,0.0,neutral,0.0
173818,Adrián López,32,75,Spain,CA Osasuna,CF,Right,362,73,74,359,355,73,76,71.0,49,68,182.9,73.0,2.0,10,464,86,46.4,46.4,700000.0,2021.0,0.0,neutral,0.0
175379,Pedro León,33,79,Spain,SD Eibar,RM,Right,363,36,85,421,331,60,84,34.0,59,62,182.9,73.0,5.0,6,556,69,92.7,92.7,1000000.0,2016.0,0.0,neutral,0.0
175391,Mateus,35,72,Angola,Boavista FC,LW,Right,333,58,67,343,371,75,76,74.0,55,65,175.3,74.8,3.0,2,30,4,15.0,15.0,50000.0,2020.0,0.0,neutral,0.0
176029,Hélder Barbosa,33,69,Portugal,Hatayspor,CF,Left,305,55,64,349,375,77,79,78.0,61,57,172.7,67.1,2.0,3,49,9,16.3,16.3,250000.0,2014.0,0.0,neutral,0.0
176495,Matheus,37,77,Brazil,Shijiazhuang Ever Bright F.C.,LW,Left,310,54,65,340,374,86,77,58.0,69,70,175.3,68.0,4.0,7,2612,139,373.1,373.1,6000000.0,2014.0,0.0,neutral,0.0
176676,Marcelo,32,83,Brazil,Real Madrid,LB,Left,374,73,81,408,409,81,81,76.0,74,76,175.3,74.8,15.0,21,536,81,25.5,25.5,500000.0,2021.0,0.0,neutral,0.0
176761,Rodrigão,31,70,Brazil,Santo André,ST,Right,255,82,48,208,210,72,74,67.0,72,76,182.9,79.8,4.0,6,454,52,75.7,75.7,1500000.0,2021.0,0.0,neutral,0.0
177137,Nuno Coelho,31,73,Portugal,Os Belenenses,CB,Right,272,65,76,294,309,60,58,81.0,71,68,182.9,68.9,3.0,5,66,9,13.2,13.2,75000.0,2020.0,0.0,neutral,0.0
177533,Manuel da Costa,34,72,Morocco,Trabzonspor,CB,Right,229,75,65,236,250,49,72,81.0,65,83,190.5,83.9,1.0,8,231,51,28.9,28.9,450000.0,2013.0,0.0,neutral,0.0
177604,Nacho Monreal,34,80,Spain,Real Sociedad,LB,Left,338,72,77,346,358,68,74,74.0,67,64,180.3,77.1,2.0,15,664,130,44.3,44.3,1500000.0,2019.0,0.0,neutral,0.0
177605,Jon Erice,32,68,Spain,Albacete BP,CDM,Left,267,50,70,316,296,54,58,63.0,72,67,177.8,72.1,0.0,4,77,12,19.2,19.2,100000.0,2009.0,0.0,neutral,0.0
177610,Javi Martínez,31,81,Spain,FC Bayern München,CB,Right,321,85,77,299,248,34,76,81.0,67,83,193.0,86.2,9.0,15,293,43,19.5,19.5,2500000.0,2021.0,0.0,neutral,0.0
177649,Rafinha,31,72,Brazil,Al Shabab,RW,Right,343,56,71,369,378,79,78,65.0,64,68,167.6,60.8,3.0,39,1159,202,29.7,29.7,1400000.0,2020.0,0.0,neutral,0.0
178007,Miguel Veloso,34,77,Portugal,Hellas Verona,CM,Left,363,67,83,404,306,49,80,68.0,65,71,180.3,78.9,2.0,15,459,72,30.6,30.6,900000.0,2019.0,0.0,neutral,0.0
178264,Nenê,36,68,Brazil,Moreirense FC,ST,Right,327,72,66,300,287,40,72,90.0,47,76,182.9,78.0,5.0,10,523,70,52.3,52.3,1500000.0,2020.0,0.0,neutral,0.0
178311,Éder,33,79,Italy,Jiangsu Suning FC,ST,Right,370,66,78,379,423,88,79,50.0,81,65,177.8,72.1,3.0,12,231,32,19.2,19.2,700000.0,2018.0,0.0,neutral,0.0
178616,Adrián González,32,71,Spain,Real Zaragoza,CM,Left,334,69,68,359,343,65,72,71.0,81,71,182.9,78.0,2.0,8,404,58,50.5,50.5,500000.0,2017.0,0.0,neutral,0.0
178750,Sergio Asenjo,31,82,Spain,Villarreal CF,GK,Right,105,13,39,113,312,59,58,73.0,41,73,188.0,87.1,8.0,9,1079,179,119.9,119.9,9000000.0,2014.0,0.0,neutral,0.0
179528,Xavi Torres,33,71,Spain,CD Lugo,CDM,Right,297,58,72,318,290,55,80,65.0,72,82,182.9,82.1,1.0,3,220,36,73.3,73.3,100000.0,2016.0,0.0,neutral,0.0
200446,Camilo,31,72,Brazil,Mazatlán FC,RW,Right,352,68,65,363,379,76,77,86.0,70,67,170.2,72.1,4.0,2,39,9,19.5,19.5,1300000.0,2021.0,0.0,neutral,0.0
200454,Paco Alcácer,26,81,Spain,Villarreal CF,ST,Right,379,78,78,381,405,79,82,67.0,62,63,175.3,72.1,5.0,15,350,60,23.3,23.3,15000000.0,2019.0,0.0,neutral,0.0
200677,Pedro Mendes,29,77,Portugal,Montpellier HSC,CB,Right,215,75,68,291,312,68,67,77.0,74,81,185.4,78.0,4.0,19,1123,158,59.1,59.1,500000.0,2021.0,0.0,neutral,0.0
215559,Lucas Evangelista,24,75,Brazil,Vitória Guimarães,CAM,Left,317,49,77,363,350,65,73,48.0,72,57,180.3,66.2,4.0,7,253,46,36.1,36.1,2500000.0,2021.0,0.0,neutral,0.0
215615,Maikel Mesa,29,65,Spain,UD Las Palmas,ST,Right,314,66,66,309,346,70,70,70.0,72,75,188.0,78.9,4.0,4,142,19,35.5,35.5,500000.0,2016.0,0.0,neutral,0.0
215644,Burgui,26,73,Spain,Deportivo Alavés,LM,Right,326,55,74,362,347,72,65,55.0,64,63,182.9,74.8,4.0,3,303,33,101.0,101.0,700000.0,2021.0,0.0,neutral,0.0
215665,Filipe Ferreira,29,72,Portugal,CD Tondela,LB,Left,285,56,68,319,360,74,66,73.0,73,65,177.8,72.1,2.0,11,398,49,36.2,36.2,600000.0,2021.0,0.0,neutral,0.0
215703,Marlon,24,72,Brazil,Sassuolo,CB,Right,258,71,71,306,311,63,61,61.0,62,75,182.9,79.8,5.0,20,633,66,31.6,31.6,10000000.0,2021.0,0.0,neutral,0.0
215792,Jemerson,27,73,Brazil,AS Monaco,CB,Right,243,74,65,225,304,62,55,79.0,67,78,182.9,77.1,9.0,6,95,21,15.8,15.8,2500000.0,2021.0,0.0,neutral,0.0
216201,Iñaki Williams,26,81,Spain,Athletic Club de Bilbao,ST,Right,376,73,74,352,406,93,85,88.0,83,82,185.4,78.9,16.0,8,150,32,18.8,18.8,25000000.0,2015.0,0.0,neutral,0.0
216373,Marcelo Goiano,32,78,Brazil,Sivasspor,RB,Right,290,67,75,314,378,75,71,73.0,86,64,175.3,68.0,2.0,13,339,37,26.1,26.1,400000.0,2019.0,0.0,neutral,0.0
216376,Marco Sangalli,28,70,Spain,Real Oviedo,RM,Right,307,44,66,309,369,74,70,57.0,81,65,177.8,66.2,2.0,1,19,2,19.0,19.0,700000.0,2015.0,0.0,neutral,0.0
216391,Erik,25,73,Brazil,Yokohama F. Marinos,CF,Right,330,61,71,311,393,84,73,77.0,68,55,170.2,64.9,0.0,3,276,28,92.0,92.0,300000.0,2019.0,0.0,neutral,0.0
216447,Álvaro García,27,72,Spain,Rayo Vallecano,LM,Left,303,57,65,306,442,93,65,92.0,71,31,167.6,59.0,5.0,3,145,16,48.3,48.3,3000000.0,2018.0,0.0,neutral,0.0
216466,Wendell,26,77,Brazil,Bayer 04 Leverkusen,LB,Left,274,53,77,364,379,84,60,69.0,77,64,177.8,72.1,8.0,12,366,69,30.5,30.5,6500000.0,2021.0,0.0,neutral,0.0
216531,Paulinho,27,79,Portugal,SC Braga,ST,Left,379,85,68,312,348,66,80,82.0,82,82,188.0,82.1,6.0,68,4445,598,65.4,65.4,1500000.0,2020.0,0.0,neutral,0.0
216655,Bastos,28,77,Angola,Lazio,CB,Right,241,74,70,258,366,79,49,69.0,59,80,180.3,77.1,5.0,9,372,74,41.3,41.3,1700000.0,2020.0,0.0,neutral,0.0
216755,Abner,24,66,Brazil,Farense,LWB,Left,242,52,55,266,374,75,71,73.0,67,61,177.8,73.0,3.0,2,39,10,19.5,19.5,300000.0,2020.0,0.0,neutral,0.0
216778,Rúben Semedo,26,75,Portugal,Olympiacos CFP,CB,Right,278,74,72,237,322,66,70,77.0,71,80,188.0,83.9,4.0,9,275,51,30.6,30.6,5000000.0,2019.0,0.0,neutral,0.0
216815,Flávio,25,67,Brazil,Gençlerbirliği SK,CB,Right,196,68,55,178,241,46,43,66.0,56,80,190.5,86.2,5.0,6,453,55,75.5,75.5,1600000.0,2017.0,0.0,neutral,0.0
217036,Álex Moreno,27,77,Spain,Real Betis,LB,Left,332,60,73,343,415,87,61,62.0,93,51,177.8,68.0,5.0,12,344,35,28.7,28.7,6000000.0,2019.0,0.0,neutral,0.0
217565,Jubal,26,70,Brazil,AJ Auxerre,CB,Right,217,72,64,207,288,55,42,86.0,58,74,190.5,82.1,2.0,8,303,34,37.9,37.9,600000.0,2019.0,0.0,neutral,0.0
218737,Gabriel,32,65,Brazil,Gaz Metan Mediaş,RB,Right,264,56,61,253,354,70,56,63.0,70,69,175.3,69.9,1.0,16,1116,175,69.8,69.8,800000.0,2020.0,0.0,neutral,0.0
218936,Rafa Soares,25,73,Portugal,SD Eibar,LWB,Left,317,59,71,350,364,75,79,64.0,72,60,177.8,71.2,4.0,7,173,23,24.7,24.7,1600000.0,2021.0,0.0,neutral,0.0
219181,Pedro Tiba,31,72,Portugal,Lech Poznań,CM,Right,307,52,73,349,346,64,78,73.0,82,73,175.3,68.9,4.0,1,6,1,6.0,6.0,800000.0,2018.0,0.0,neutral,0.0
219258,Pedro Henrique,27,77,Brazil,Vitória Guimarães,CB,Left,227,75,65,221,245,34,68,34.0,77,91,190.5,88.0,7.0,30,1267,160,42.2,42.2,1500000.0,2020.0,0.0,neutral,0.0
219496,Simy,28,71,Nigeria,Crotone,ST,Right,321,81,56,231,295,53,74,32.0,63,90,198.1,83.9,6.0,6,110,10,18.3,18.3,6000000.0,2021.0,0.0,neutral,0.0
215590,Ayoze Pérez,26,79,Spain,Leicester City,RW,Right,378,75,77,352,401,79,72,73.0,79,55,177.8,72.1,4.0,11,276,36,25.1,25.1,18000000.0,2019.0,0.0,neutral,0.0
215553,Henrique Dourado,30,73,Brazil,Henan Jianye FC,ST,Left,353,81,70,278,341,67,74,81.0,77,76,185.4,79.8,1.0,1,221,35,221.0,221.0,1200000.0,2016.0,0.0,neutral,0.0
219686,Carlos Júnior,24,71,Brazil,Santa Clara,LW,Right,331,68,67,299,375,75,73,74.0,68,42,172.7,66.2,2.0,1,67,5,67.0,67.0,3500000.0,2021.0,0.0,neutral,0.0
215421,Deyverson,29,74,Brazil,Deportivo Alavés,ST,Left,341,78,60,268,340,70,74,82.0,68,73,188.0,77.1,0.0,2,38,4,19.0,19.0,2800000.0,2020.0,0.0,neutral,0.0
211241,Rubén Peña,28,80,Spain,Villarreal CF,RB,Right,367,72,77,344,405,78,75,69.0,78,66,170.2,64.9,5.0,11,431,53,39.2,39.2,4000000.0,2019.0,0.0,neutral,0.0
211314,Nico Hidalgo,27,65,Spain,Racing Santander,RM,Right,265,44,62,303,369,78,64,70.0,63,62,175.3,64.0,2.0,3,45,4,15.0,15.0,300000.0,2017.0,0.0,neutral,0.0
211368,Bruma,25,76,Portugal,PSV,LM,Right,323,53,74,371,426,92,78,72.0,77,55,172.7,69.9,5.0,15,346,67,23.1,23.1,5000000.0,2021.0,0.0,neutral,0.0
211461,Luiz Phellype,26,74,Brazil,Sporting CP,ST,Right,358,82,63,314,286,55,85,67.0,73,88,188.0,83.0,5.0,3,468,53,156.0,156.0,3000000.0,2021.0,0.0,neutral,0.0
212129,Borja López,26,68,Spain,Real Sporting de Gijón,CB,Left,231,63,64,215,246,54,58,64.0,63,81,193.0,79.8,3.0,4,324,40,81.0,81.0,500000.0,2015.0,0.0,neutral,0.0
212213,Ricardo Esgaio,27,78,Portugal,SC Braga,RWB,Right,337,56,78,357,379,72,69,73.0,88,58,172.7,68.0,7.0,3,31,6,10.3,10.3,6000000.0,2021.0,0.0,neutral,0.0
212230,Iuri Medeiros,25,69,Portugal,SC Braga,CAM,Left,311,45,68,364,385,77,70,61.0,45,41,175.3,66.2,3.0,5,332,40,66.4,66.4,4000000.0,2021.0,0.0,neutral,0.0
212231,Tobias Figueiredo,26,70,Portugal,Nottingham Forest,CB,Right,206,71,57,217,278,55,60,77.0,55,83,188.0,83.9,4.0,10,229,45,22.9,22.9,2000000.0,2018.0,0.0,neutral,0.0
212267,Ivan Cavaleiro,26,75,Portugal,Fulham,LW,Right,340,64,68,346,391,85,78,46.0,64,74,175.3,79.8,4.0,13,369,72,28.4,28.4,7000000.0,2019.0,0.0,neutral,0.0
212369,Eduardo,27,71,Brazil,SC Braga,CAM,Left,325,53,76,359,336,64,70,57.0,58,57,177.8,73.9,5.0,28,1653,269,59.0,59.0,2000000.0,2020.0,0.0,neutral,0.0
212451,Luís Rocha,27,65,Portugal,Legia Warszawa,LM,Left,284,51,66,336,346,71,72,65.0,65,65,175.3,69.9,2.0,2,98,11,49.0,49.0,50000.0,2020.0,0.0,neutral,0.0
212692,Rony Lopes,24,78,Portugal,OGC Nice,CAM,Left,322,38,74,380,397,81,77,51.0,68,58,175.3,68.0,4.0,6,239,50,39.8,39.8,6000000.0,2021.0,0.0,neutral,0.0
212785,Vinícius Araújo,24,69,Brazil,Real Zaragoza,ST,Right,303,72,67,282,358,72,71,77.0,50,69,175.3,76.2,1.0,1,125,29,125.0,125.0,600000.0,2017.0,0.0,neutral,0.0
212814,João Mário,27,80,Portugal,Inter,CM,Right,348,55,84,389,369,71,76,62.0,77,65,177.8,73.0,6.0,17,313,67,18.4,18.4,12000000.0,2021.0,0.0,neutral,0.0
212889,Josué Sá,27,72,Portugal,SD Huesca,CB,Right,235,72,64,266,280,40,48,54.0,71,76,188.0,78.0,4.0,9,198,28,22.0,22.0,1500000.0,2020.0,0.0,neutral,0.0
212911,Hernâni,28,76,Portugal,Levante UD,RM,Left,328,55,70,365,415,92,77,63.0,66,58,177.8,68.9,3.0,7,835,91,119.3,119.3,1000000.0,2021.0,0.0,neutral,0.0
212955,Jorginho,27,70,Brazil,Al Qadisiyah,CAM,Right,298,50,72,338,349,69,58,60.0,74,42,182.9,64.9,5.0,8,604,86,75.5,75.5,2000000.0,2020.0,0.0,neutral,0.0
213374,Aderllan Santos,31,76,Brazil,Rio Ave FC,CB,Right,257,74,61,260,277,55,77,58.0,75,81,193.0,83.9,3.0,2,50,6,25.0,25.0,800000.0,2020.0,0.0,neutral,0.0
213556,Somália,30,70,Brazil,Al Shabab,RM,Right,312,45,69,315,370,75,69,57.0,82,73,180.3,73.0,2.0,2,76,12,38.0,38.0,750000.0,2018.0,0.0,neutral,0.0
213557,João Pedro,27,66,Portugal,CD Tondela,CDM,Right,297,62,68,289,340,66,78,73.0,74,62,177.8,68.9,2.0,24,1019,149,42.5,42.5,1500000.0,2020.0,0.0,neutral,0.0
213917,Fábio Cardoso,26,72,Portugal,Santa Clara,CB,Right,217,72,65,226,315,62,60,76.0,75,79,188.0,78.9,4.0,6,115,17,19.2,19.2,2000000.0,2021.0,0.0,neutral,0.0
213951,Helton Leite,29,75,Brazil,SL Benfica,GK,Right,69,12,27,71,192,30,51,47.0,30,60,195.6,92.1,5.0,3,247,26,82.3,82.3,7000000.0,2020.0,0.0,neutral,0.0
215399,Rúben Vezo,26,77,Portugal,Levante UD,CB,Right,312,74,70,283,365,74,59,82.0,72,77,182.9,79.8,5.0,7,261,41,37.3,37.3,8000000.0,2019.0,0.0,neutral,0.0
219652,Rober Ibáñez,27,72,Spain,CD Leganés,RM,Right,322,52,73,356,382,75,68,56.0,54,50,177.8,71.2,4.0,11,673,88,61.2,61.2,500000.0,2021.0,0.0,neutral,0.0
219728,Edgar Méndez,30,73,Spain,Deportivo Alavés,RM,Right,356,69,73,328,335,78,75,70.0,73,81,188.0,78.0,2.0,3,68,12,22.7,22.7,1500000.0,2019.0,0.0,neutral,0.0
200735,Isaac Cuenca,29,69,Spain,Vegalta Sendai,RW,Right,287,30,66,352,354,75,66,57.0,45,65,177.8,68.0,1.0,8,2349,83,293.6,293.6,700000.0,2015.0,0.0,neutral,0.0
222944,Pablo Pérez,26,66,Spain,Real Sporting de Gijón,ST,Right,328,72,70,327,292,57,64,80.0,71,70,188.0,78.9,8.0,21,763,106,36.3,36.3,400000.0,2016.0,0.0,neutral,0.0
223517,Danilo,24,74,Brazil,OGC Nice,CM,Right,340,76,77,359,341,67,72,83.0,78,76,182.9,73.9,3.0,48,1512,244,31.5,31.5,2450000.0,2020.0,0.0,neutral,0.0
223607,Luis Ruiz,28,67,Spain,CD Lugo,LB,Left,254,61,60,280,326,70,29,71.0,71,70,180.3,73.0,1.0,1,24,3,24.0,24.0,300000.0,2016.0,0.0,neutral,0.0
223610,David Concha,22,64,Spain,Real Sociedad,CAM,Left,306,51,61,319,323,63,53,37.0,48,61,177.8,69.9,5.0,4,298,28,74.5,74.5,200000.0,2019.0,0.0,neutral,0.0
223818,João Afonso,30,69,Portugal,Santa Clara,CB,Right,232,73,54,214,242,55,45,68.0,55,84,188.0,83.9,3.0,6,516,58,86.0,86.0,1500000.0,2020.0,0.0,neutral,0.0
223819,Juan Cámara,26,68,Spain,Dinamo Bucureşti,LM,Left,316,59,69,326,361,75,68,69.0,61,45,180.3,66.2,4.0,3,74,8,24.7,24.7,600000.0,2017.0,0.0,neutral,0.0
224075,André Simões,30,74,Portugal,AEK Athens,CDM,Right,337,70,74,337,373,76,75,77.0,84,66,177.8,73.9,7.0,2,49,7,24.5,24.5,1200000.0,2015.0,0.0,neutral,0.0
224115,Ricardinho,26,65,Portugal,FC Voluntari,RB,Right,274,55,60,269,348,70,63,68.0,68,65,180.3,77.1,3.0,4,217,15,54.2,54.2,900000.0,2021.0,0.0,neutral,0.0
224116,Dyego Sousa,30,76,Portugal,SL Benfica,ST,Right,365,83,70,315,304,60,81,74.0,77,84,190.5,82.1,4.0,8,224,21,28.0,28.0,1500000.0,2020.0,0.0,neutral,0.0
224179,Borja Iglesias,27,79,Spain,Real Betis,ST,Right,352,80,72,302,343,63,80,70.0,72,91,188.0,86.2,5.0,4,60,7,15.0,15.0,10000000.0,2019.0,0.0,neutral,0.0
224305,Iván Calero,25,67,Spain,Málaga CF,RWB,Right,263,50,63,299,369,74,61,56.0,73,56,175.3,64.0,3.0,2,283,33,141.5,141.5,400000.0,2017.0,0.0,neutral,0.0
224309,Joan Jordán,25,79,Spain,Sevilla FC,CM,Right,333,47,82,404,335,62,80,56.0,79,73,182.9,73.9,4.0,7,217,31,31.0,31.0,30000000.0,2019.0,0.0,neutral,0.0
224376,Philipe Sampaio,25,68,Brazil,En Avant de Guingamp,CB,Right,229,69,60,201,219,33,48,62.0,70,89,190.5,83.0,4.0,7,763,50,109.0,109.0,600000.0,2020.0,0.0,neutral,0.0
224394,Fábio Martins,26,77,Portugal,Al Shabab,LM,Right,348,69,73,365,392,78,80,74.0,74,62,177.8,69.9,4.0,2,91,23,45.5,45.5,9000000.0,2021.0,0.0,neutral,0.0
224537,Iago,28,71,Brazil,Al Taawoun,CB,Right,229,72,57,216,264,52,45,74.0,64,84,188.0,83.0,2.0,15,481,64,32.1,32.1,5000000.0,2019.0,0.0,neutral,0.0
224538,Pedro Nuno,25,75,Portugal,Moreirense FC,CAM,Right,346,55,76,385,363,69,77,67.0,75,48,175.3,68.0,3.0,3,282,34,94.0,94.0,700000.0,2021.0,0.0,neutral,0.0
224890,Miguel Cardoso,26,69,Portugal,Os Belenenses,CAM,Right,295,43,68,309,362,72,61,34.0,53,62,175.3,76.2,7.0,8,144,23,18.0,18.0,1200000.0,2021.0,0.0,neutral,0.0
224891,Rafael Ramos,25,67,Portugal,Santa Clara,RWB,Right,257,53,65,272,363,73,60,53.0,67,67,170.2,69.9,3.0,9,365,56,40.6,40.6,800000.0,2019.0,0.0,neutral,0.0
224921,Adrián Marín,23,73,Spain,Deportivo Alavés,LB,Left,292,59,73,295,331,65,60,70.0,67,71,180.3,73.0,3.0,5,322,44,64.4,64.4,1200000.0,2021.0,0.0,neutral,0.0
224973,Arturo Molina,24,65,Spain,Levante UD,CAM,Right,298,52,67,304,322,65,70,49.0,47,57,182.9,74.8,7.0,11,179,24,16.3,16.3,300000.0,2021.0,0.0,neutral,0.0
225106,Jorge Sáenz,23,70,Spain,RC Celta,CB,Right,273,72,68,268,316,60,52,78.0,84,75,193.0,74.8,4.0,2,37,5,18.5,18.5,1000000.0,2021.0,0.0,neutral,0.0
225121,Carlos Castro,24,64,Spain,CD Lugo,ST,Left,293,55,57,280,368,75,62,75.0,75,71,177.8,68.0,4.0,3,72,10,24.0,24.0,250000.0,2019.0,0.0,neutral,0.0
225204,Raúl Guti,23,70,Spain,Elche CF,CDM,Right,305,60,70,325,357,69,76,59.0,89,81,177.8,73.9,4.0,3,359,40,119.7,119.7,5000000.0,2020.0,0.0,neutral,0.0
225363,Rúben Lameiras,25,75,Portugal,Famalicão,CAM,Left,309,40,74,370,399,78,76,66.0,74,57,175.3,69.9,4.0,3,47,4,15.7,15.7,2000000.0,2020.0,0.0,neutral,0.0
223302,Samu,22,67,Portugal,Boavista FC,LM,Left,266,48,65,310,384,78,61,63.0,67,43,172.7,69.9,6.0,2,136,8,68.0,68.0,550000.0,2019.0,0.0,neutral,0.0
222943,Jony,28,78,Spain,CA Osasuna,LM,Left,333,44,77,388,398,79,69,35.0,73,67,177.8,71.2,4.0,8,239,35,29.9,29.9,1500000.0,2021.0,0.0,neutral,0.0
219754,Bruno Varela,25,73,Portugal,Vitória Guimarães,GK,Right,95,16,31,102,249,37,47,51.0,44,73,190.5,87.1,4.0,8,244,76,30.5,30.5,3500000.0,2020.0,0.0,neutral,0.0
222715,Otávio,26,77,Brazil,FC Girondins de Bordeaux,CDM,Right,291,64,75,310,343,58,66,74.0,79,73,172.7,72.1,5.0,19,664,129,34.9,34.9,1500000.0,2020.0,0.0,neutral,0.0
219836,Rubén Yáñez,26,68,Spain,Getafe CF,GK,Right,94,20,27,87,232,44,47,59.0,38,68,190.5,84.8,4.0,1,30,5,30.0,30.0,2000000.0,2020.0,0.0,neutral,0.0
219848,David Costas,25,71,Spain,RC Celta,CB,Right,288,77,73,289,322,65,46,74.0,61,66,182.9,78.9,9.0,5,197,28,39.4,39.4,1200000.0,2021.0,0.0,neutral,0.0
219979,Janio Bikel,25,66,Portugal,Vancouver Whitecaps FC,CDM,Right,239,52,68,264,374,77,56,62.0,83,62,175.3,63.0,2.0,6,107,17,17.8,17.8,2500000.0,2015.0,0.0,neutral,0.0
220087,Fabrício Baiano,28,71,Brazil,Çaykur Rizespor,CB,Right,264,53,69,274,346,69,79,90.0,81,82,177.8,72.1,3.0,12,591,76,49.2,49.2,500000.0,2020.0,0.0,neutral,0.0
220191,Marcelo Djaló,26,65,Guinea Bissau,CD Lugo,CB,Right,189,64,43,206,260,49,65,75.0,56,90,193.0,91.2,3.0,1,300,41,300.0,300.0,500000.0,2021.0,0.0,neutral,0.0
220637,Moi Delgado,26,67,Spain,CF Fuenlabrada,LWB,Left,231,51,58,282,378,81,59,73.0,75,57,172.7,66.2,4.0,5,217,27,43.4,43.4,400000.0,2020.0,0.0,neutral,0.0
220685,Léo Bonatini,26,71,Brazil,Wolverhampton Wanderers,ST,Right,340,66,71,338,340,68,76,70.0,69,75,182.9,77.1,4.0,5,127,11,25.4,25.4,600000.0,2020.0,0.0,neutral,0.0
220693,João Afonso,25,66,Brazil,Gil Vicente FC,CB,Right,248,60,64,270,316,63,59,73.0,76,72,180.3,81.2,6.0,6,516,58,86.0,86.0,500000.0,2019.0,0.0,neutral,0.0
220735,Douglas Tanque,26,70,Brazil,FC Paços de Ferreira,ST,Left,309,76,58,266,218,37,79,51.0,61,93,188.0,83.9,3.0,3,47,5,15.7,15.7,2000000.0,2021.0,0.0,neutral,0.0
221087,Pau López,25,83,Spain,Roma,GK,Left,113,15,38,119,268,45,59,71.0,42,52,188.0,77.1,5.0,8,247,22,30.9,30.9,10000000.0,2021.0,0.0,neutral,0.0
221095,Dani Romera,24,67,Spain,SD Ponferradina,ST,Right,295,55,59,297,404,83,72,80.0,56,64,172.7,68.9,2.0,5,252,20,50.4,50.4,200000.0,2020.0,0.0,neutral,0.0
221144,Alain Oyarzun,25,68,Spain,CD Numancia,CAM,Left,299,46,67,326,361,73,63,72.0,49,57,182.9,73.0,2.0,2,332,44,166.0,166.0,300000.0,2017.0,0.0,neutral,0.0
221452,Nano Mesa,25,69,Spain,Cádiz CF,ST,Right,320,62,64,312,378,85,74,78.0,71,72,177.8,77.1,4.0,10,351,39,35.1,35.1,500000.0,2021.0,0.0,neutral,0.0
221611,Juan Delgado,24,63,Spain,Levante UD,ST,Right,291,58,59,254,317,66,71,67.0,50,59,182.9,78.0,5.0,1,234,38,234.0,234.0,1500000.0,2021.0,0.0,neutral,0.0
221701,Gabriel Boschilia,23,75,Brazil,AS Monaco,CAM,Left,332,55,75,386,367,74,76,59.0,61,43,172.7,63.0,6.0,8,645,112,80.6,80.6,3000000.0,2019.0,0.0,neutral,0.0
221743,Hélder Costa,26,73,Portugal,Leeds United,RM,Left,304,44,68,356,404,87,73,34.0,68,56,177.8,77.1,4.0,4,301,58,75.2,75.2,8000000.0,2021.0,0.0,neutral,0.0
221750,André Geraldes,29,74,Portugal,Sporting CP,RB,Right,275,60,72,290,368,77,57,82.0,80,71,180.3,69.9,8.0,2,22,6,11.0,11.0,700000.0,2020.0,0.0,neutral,0.0
222060,Nathan,23,71,Brazil,Chelsea,CAM,Right,291,33,71,368,373,81,70,61.0,55,62,177.8,71.2,6.0,3,122,11,40.7,40.7,1000000.0,2021.0,0.0,neutral,0.0
222390,Unai López,24,77,Spain,Athletic Club de Bilbao,CAM,Right,335,51,82,386,396,77,73,77.0,77,62,170.2,69.9,9.0,4,37,6,9.2,9.2,12000000.0,2021.0,0.0,neutral,0.0
222446,Luan,22,74,Brazil,Grêmio,LW,Right,309,46,73,365,389,87,61,51.0,63,64,180.3,71.2,4.0,13,1064,106,81.8,81.8,725000.0,2011.0,0.0,neutral,0.0
222461,Rochinha,25,72,Portugal,Vitória Guimarães,RM,Right,295,35,70,314,399,84,64,33.0,69,42,170.2,68.9,4.0,1,37,6,37.0,37.0,3000000.0,2018.0,0.0,neutral,0.0
222572,Iván Villar,22,68,Spain,RC Celta,GK,Right,76,16,23,95,208,32,49,52.0,30,52,188.0,78.9,9.0,1,71,11,71.0,71.0,2500000.0,2021.0,0.0,neutral,0.0
222598,Nélson Monte,24,72,Portugal,Rio Ave FC,CB,Right,259,65,68,268,306,60,49,75.0,78,76,188.0,78.0,9.0,4,248,27,62.0,62.0,700000.0,2014.0,0.0,neutral,0.0
211119,Pedro Santos,32,74,Portugal,Columbus Crew SC,CAM,Left,341,60,73,368,375,79,77,68.0,72,53,172.7,64.9,3.0,8,249,34,31.1,31.1,1000000.0,2017.0,0.0,neutral,0.0
